Start,Year,Month,Day,Value
2022-02-09,2022,2,9,0.01730030746300848
2022-02-08,2022,2,8,-0.004561058977735399
2022-02-07,2022,2,7,-0.004009502579767954
2022-02-06,2022,2,6,-0.03518392895924727
2022-02-05,2022,2,5,-0.024551479011217126
2022-02-04,2022,2,4,0.007071316786737114
2022-02-03,2022,2,3,-0.1177184060221581
2022-02-02,2022,2,2,-0.005195487896607176
2022-02-01,2022,2,1,0.05096661362596855
2022-01-31,2022,1,31,-0.00750870140346116
2022-01-30,2022,1,30,-0.013995041074863934
2022-01-29,2022,1,29,0.005113373596119075
2022-01-28,2022,1,28,-0.009144333736951893
2022-01-27,2022,1,27,-0.015546579347235578
2022-01-26,2022,1,26,-0.011525620651095636
2022-01-25,2022,1,25,0.004695932509893197
2022-01-24,2022,1,24,-0.006590604617136009
2022-01-23,2022,1,23,-0.013018950932593754
2022-01-22,2022,1,22,-0.03411580870319497
2022-01-21,2022,1,21,0.0387838930162161
2022-01-20,2022,1,20,0.11100056759129373
2022-01-19,2022,1,19,0.024349697735797093
2022-01-18,2022,1,18,0.016081462851156303
2022-01-17,2022,1,17,-0.0036221143700725378
2022-01-16,2022,1,16,0.021234769294103728
2022-01-15,2022,1,15,0.0009421568597982599
2022-01-14,2022,1,14,-0.001776533755791121
2022-01-13,2022,1,13,-0.011404715730709114
2022-01-12,2022,1,12,0.0305225185168716
2022-01-11,2022,1,11,-0.028318135228676766
2022-01-10,2022,1,10,-0.021030218069100215
2022-01-09,2022,1,9,0.0022633166722823006
2022-01-08,2022,1,8,-0.0030602701118720432
2022-01-07,2022,1,7,-0.0057648231182305665
2022-01-06,2022,1,6,0.037960410974545056
2022-01-05,2022,1,5,0.00947889304370264
2022-01-04,2022,1,4,0.05268238092115496
2022-01-03,2022,1,3,0.011697529703152298
2022-01-02,2022,1,2,0.018974441260271036
2022-01-01,2022,1,1,0.004867640801091255
2021-12-31,2021,12,31,-0.026417243902411514
2021-12-30,2021,12,30,0.018318616870285354
2021-12-29,2021,12,29,-0.016089094831416517
2021-12-28,2021,12,28,0.026150039307477613
2021-12-27,2021,12,27,0.06131419617656064
2021-12-26,2021,12,26,0.002953322871725561
2021-12-25,2021,12,25,-0.0033520229254389022
2021-12-24,2021,12,24,0.002799681981473512
2021-12-23,2021,12,23,0.0004681813013238667
2021-12-22,2021,12,22,-0.04319067885328032
2021-12-21,2021,12,21,0.005951675419948899
2021-12-20,2021,12,20,-0.04301516117366333
2021-12-19,2021,12,19,-0.0041026498037712855
2021-12-18,2021,12,18,0.0039445764077257195
2021-12-17,2021,12,17,-0.012142529071022423
2021-12-16,2021,12,16,0.029866493487721968
2021-12-15,2021,12,15,0.022345332877122814
2021-12-14,2021,12,14,-0.008066225992575227
2021-12-13,2021,12,13,-0.034681935086418036
2021-12-12,2021,12,12,0.06963943049082033
2021-12-11,2021,12,11,-0.016712603641245494
2021-12-10,2021,12,10,-0.04553734625888417
2021-12-09,2021,12,9,0.01564731221951554
2021-12-08,2021,12,8,0.053645742724144796
2021-12-07,2021,12,7,0.0017565011560858323
2021-12-06,2021,12,6,-0.0021165726797480744
2021-12-05,2021,12,5,-0.024785510625044083
2021-12-04,2021,12,4,-0.004149355901615692
2021-12-03,2021,12,3,0.09146630054446803
2021-12-02,2021,12,2,0.048995091176962546
2021-12-01,2021,12,1,0.013513483258734027
2021-11-30,2021,11,30,-0.0025035010467373553
2021-11-29,2021,11,29,0.014731682004194724
2021-11-28,2021,11,28,-0.012480274710425121
2021-11-27,2021,11,27,-0.04786065175458276
2021-11-26,2021,11,26,-0.015235442466131843
2021-11-25,2021,11,25,0.09322582924237643
2021-11-24,2021,11,24,-0.031096069977717633
2021-11-23,2021,11,23,0.00991623784775264
2021-11-22,2021,11,22,-0.02285229190775695
2021-11-21,2021,11,21,0.04018890106884676
2021-11-20,2021,11,20,0.01914514391114075
2021-11-19,2021,11,19,-0.03001159420070465
2021-11-18,2021,11,18,-0.02260829646239415
2021-11-17,2021,11,17,0.06133459516708939
2021-11-16,2021,11,16,-0.002471215565341467
2021-11-15,2021,11,15,0.05692589449837904
2021-11-14,2021,11,14,0.02387129461156512
2021-11-13,2021,11,13,-0.012087202907139272
2021-11-12,2021,11,12,-0.0024176473410228994
2021-11-11,2021,11,11,0.007512635077107532
2021-11-10,2021,11,10,0.0010933950869649323
2021-11-09,2021,11,9,0.030993725883520895
2021-11-08,2021,11,8,0.00872966878331738
2021-11-07,2021,11,7,-0.06613806258424937
2021-11-06,2021,11,6,-0.028314491406547404
2021-11-05,2021,11,5,-0.006375112645004677
2021-11-04,2021,11,4,0.0055871507275302434
2021-11-03,2021,11,3,0.025317989028215138
2021-11-02,2021,11,2,0.003711326368021517
2021-11-01,2021,11,1,-0.03397738444302689
2021-10-31,2021,10,31,0.004492382190353084
2021-10-30,2021,10,30,0.005224538914911037
2021-10-29,2021,10,29,0.009024910741935344
2021-10-28,2021,10,28,-0.029050814083836585
2021-10-27,2021,10,27,-0.029514143400966475
2021-10-26,2021,10,26,0.028814834618554386
2021-10-25,2021,10,25,0.04203766711245116
2021-10-24,2021,10,24,-0.0345632401021323
2021-10-23,2021,10,23,0.006372556801814255
2021-10-22,2021,10,22,-0.008933225669771616
2021-10-21,2021,10,21,0.026085968997421105
2021-10-20,2021,10,20,0.05751637373711915
2021-10-19,2021,10,19,-0.02717790957627919
2021-10-18,2021,10,18,-0.03588948408245507
2021-10-17,2021,10,17,-0.00600609069947744
2021-10-16,2021,10,16,-0.011782906602713084
2021-10-15,2021,10,15,0.010874482173409916
2021-10-14,2021,10,14,-0.07026212493175521
2021-10-13,2021,10,13,0.0001023157080286552
2021-10-12,2021,10,12,-0.023313659433444656
2021-10-11,2021,10,11,0.024039015311677403
2021-10-10,2021,10,10,-0.048357788500485555
2021-10-09,2021,10,9,0.007516099898314366
2021-10-08,2021,10,8,-0.02218979534129062
2021-10-07,2021,10,7,-0.00155603593331044
2021-10-06,2021,10,6,0.02887352982234148
2021-10-05,2021,10,5,-0.07186066673220814
2021-10-04,2021,10,4,-0.04703498970054909
2021-10-03,2021,10,3,-0.021221640624407456
2021-10-02,2021,10,2,-0.009047715657120037
2021-10-01,2021,10,1,0.007722220405675273
2021-09-30,2021,9,30,-0.09329520146748571
2021-09-29,2021,9,29,-0.05283440468444667
2021-09-28,2021,9,28,-0.01538676085673174
2021-09-27,2021,9,27,0.03291650996644435
2021-09-26,2021,9,26,0.021794649537794086
2021-09-25,2021,9,25,-0.011426506160651329
2021-09-24,2021,9,24,0.0006809053589815761
2021-09-23,2021,9,23,0.04787164813869893
2021-09-22,2021,9,22,-0.028597175138157738
2021-09-21,2021,9,21,-0.07234718780259008
2021-09-20,2021,9,20,0.05815881869253303
2021-09-19,2021,9,19,0.0940163695595242
2021-09-18,2021,9,18,0.021156883690785833
2021-09-17,2021,9,17,-0.02124057097051235
2021-09-16,2021,9,16,0.013023525646863376
2021-09-15,2021,9,15,0.0057704705728838235
2021-09-14,2021,9,14,-0.022713765470419034
2021-09-13,2021,9,13,-0.04398153457974274
2021-09-12,2021,9,12,0.023460785621653102
2021-09-11,2021,9,11,-0.021106824911608868
2021-09-10,2021,9,10,-0.005848350536279412
2021-09-09,2021,9,9,0.032626481002585805
2021-09-08,2021,9,8,-0.007519710384809031
2021-09-07,2021,9,7,0.01958064505402035
2021-09-06,2021,9,6,0.11582818629360858
2021-09-05,2021,9,5,-0.018028778326572237
2021-09-04,2021,9,4,-0.033928335892728256
2021-09-03,2021,9,3,0.0002708895228842323
2021-09-02,2021,9,2,-0.013475265977634265
2021-09-01,2021,9,1,-0.011705357573426056
2021-08-31,2021,8,31,-0.031665960451562114
2021-08-30,2021,8,30,-0.0043416917088272555
2021-08-29,2021,8,29,0.03871468536061684
2021-08-28,2021,8,28,-0.0002606772500293175
2021-08-27,2021,8,27,0.002900270493665147
2021-08-26,2021,8,26,-0.03901884498178454
2021-08-25,2021,8,25,0.037671495073830386
2021-08-24,2021,8,24,-0.024949769146228817
2021-08-23,2021,8,23,0.03605335896094708
2021-08-22,2021,8,22,-0.005317713897074583
2021-08-21,2021,8,21,-0.004551279901038541
2021-08-20,2021,8,20,0.005498865911391704
2021-08-19,2021,8,19,-0.054293366481257266
2021-08-18,2021,8,18,-0.039576373513638075
2021-08-17,2021,8,17,-0.006406970821425162
2021-08-16,2021,8,16,0.02956089139217788
2021-08-15,2021,8,15,0.02475808438308036
2021-08-14,2021,8,14,-8.462772544604036e-05
2021-08-13,2021,8,13,0.015739597793304583
2021-08-12,2021,8,12,-0.07301254099827581
2021-08-11,2021,8,11,0.027432878182349185
2021-08-10,2021,8,10,-0.0027683314762239064
2021-08-09,2021,8,9,0.015718925074708068
2021-08-08,2021,8,8,-0.055213440237496414
2021-08-07,2021,8,7,0.02002492411706136
2021-08-06,2021,8,6,-0.04283788937172339
2021-08-05,2021,8,5,-0.04646396006546816
2021-08-04,2021,8,4,-0.026730614267172825
2021-08-03,2021,8,3,-0.03889942941030533
2021-08-02,2021,8,2,0.023201733082791165
2021-08-01,2021,8,1,0.024415117665446573
2021-07-31,2021,7,31,0.03863260274737179
2021-07-30,2021,7,30,0.009398711304804408
2021-07-29,2021,7,29,-0.05120605147107149
2021-07-28,2021,7,28,0.00016101308266058822
2021-07-27,2021,7,27,-0.020594636446412906
2021-07-26,2021,7,26,-0.05166836425238763
2021-07-25,2021,7,25,-0.05479293387384132
2021-07-24,2021,7,24,-0.02925303263240231
2021-07-23,2021,7,23,-0.020842409687094943
2021-07-22,2021,7,22,-0.03546731019398841
2021-07-21,2021,7,21,-0.006067186103965838
2021-07-20,2021,7,20,-0.07702997311197457
2021-07-19,2021,7,19,0.03603709961837609
2021-07-18,2021,7,18,0.03067505384960434
2021-07-17,2021,7,17,-0.007662323865123
2021-07-16,2021,7,16,-0.005865091503451936
2021-07-15,2021,7,15,0.008120280635862898
2021-07-14,2021,7,14,0.035232923827887674
2021-07-13,2021,7,13,-0.006383715192592732
2021-07-12,2021,7,12,0.01981551250487712
2021-07-11,2021,7,11,0.03054736958572235
2021-07-10,2021,7,10,-0.020678355530643344
2021-07-09,2021,7,9,0.009415748275877434
2021-07-08,2021,7,8,-0.030832188415294226
2021-07-07,2021,7,7,0.030869651098479167
2021-07-06,2021,7,6,0.007042142276299401
2021-07-05,2021,7,5,-0.007069318416998982
2021-07-04,2021,7,4,0.04180617775200979
2021-07-03,2021,7,3,-0.01754303974124305
2021-07-02,2021,7,2,-0.02486975119138002
2021-07-01,2021,7,1,-0.006442056432319987
2021-06-30,2021,6,30,0.04169413767820984
2021-06-29,2021,6,29,0.022002256583496305
2021-06-28,2021,6,28,-0.03988224366024973
2021-06-27,2021,6,27,0.004054301416246631
2021-06-26,2021,6,26,-0.08194069547033145
2021-06-25,2021,6,25,-0.004721668189876738
2021-06-24,2021,6,24,0.08670057039317847
2021-06-23,2021,6,23,-0.027386999228927067
2021-06-22,2021,6,22,-0.03876017810235943
2021-06-21,2021,6,21,-0.023779143026919414
2021-06-20,2021,6,20,0.12034823636269287
2021-06-19,2021,6,19,-0.00036858713236398444
2021-06-18,2021,6,18,-0.0016263922245798312
2021-06-17,2021,6,17,0.06803125793443243
2021-06-16,2021,6,16,0.005446066501601621
2021-06-15,2021,6,15,0.04878928160519358
2021-06-14,2021,6,14,0.007322054984499005
2021-06-13,2021,6,13,-0.03799603037697352
2021-06-12,2021,6,12,-0.09269421483917917
2021-06-11,2021,6,11,0.045707181681663656
2021-06-10,2021,6,10,-0.008918330252960516
2021-06-09,2021,6,9,0.012800397104516748
2021-06-08,2021,6,8,-0.11256877402558274
2021-06-07,2021,6,7,0.005405522373845173
2021-06-06,2021,6,6,0.06438032070572852
2021-06-05,2021,6,5,-0.0075956369331855456
2021-06-04,2021,6,4,0.03861045411532693
2021-06-03,2021,6,3,0.0590375180615581
2021-06-02,2021,6,2,-0.03986922589797537
2021-06-01,2021,6,1,-0.027377599756094995
2021-05-31,2021,5,31,0.018871044834915196
2021-05-30,2021,5,30,-0.046238307869053585
2021-05-29,2021,5,29,-0.031217907647530296
2021-05-28,2021,5,28,0.0326919788619211
2021-05-27,2021,5,27,0.0758010054900069
2021-05-26,2021,5,26,0.018157308904628522
2021-05-25,2021,5,25,-0.026348421078543183
2021-05-24,2021,5,24,0.01181514897512237
2021-05-23,2021,5,23,-0.10314115915296185
2021-05-22,2021,5,22,0.07519301848730287
2021-05-21,2021,5,21,-0.008344055856706944
2021-05-20,2021,5,20,0.08111426652319054
2021-05-19,2021,5,19,-0.08834514685958084
2021-05-18,2021,5,18,0.15142828837499245
2021-05-17,2021,5,17,0.013189044301768149
2021-05-16,2021,5,16,0.06234385088526295
2021-05-15,2021,5,15,0.008404278367995843
2021-05-14,2021,5,14,0.06412170180080423
2021-05-13,2021,5,13,-0.004607155422798215
2021-05-12,2021,5,12,0.01651384647600196
2021-05-11,2021,5,11,0.11653376944155092
2021-05-10,2021,5,10,-0.01688221901963871
2021-05-09,2021,5,9,0.04208808122525376
2021-05-08,2021,5,8,0.00926495755227208
2021-05-07,2021,5,7,-0.023639420428573032
2021-05-06,2021,5,6,-0.015024525307376635
2021-05-05,2021,5,5,0.015003771528377285
2021-05-04,2021,5,4,-0.07248231657166926
2021-05-03,2021,5,3,0.0702657881079709
2021-05-02,2021,5,2,-0.011384832801944356
2021-05-01,2021,5,1,0.021508141628951094
2021-04-30,2021,4,30,-0.000603570480057769
2021-04-29,2021,4,29,-0.07452944735466893
2021-04-28,2021,4,28,0.02133578950648385
2021-04-27,2021,4,27,0.0028712683539868777
2021-04-26,2021,4,26,-0.01781131202257491
2021-04-25,2021,4,25,-0.09657049571408294
2021-04-24,2021,4,24,0.02060844114877014
2021-04-23,2021,4,23,0.02004120677347032
2021-04-22,2021,4,22,0.01601451398527054
2021-04-21,2021,4,21,0.038699465854096005
2021-04-20,2021,4,20,0.04489141578337197
2021-04-19,2021,4,19,-0.012683530409185906
2021-04-18,2021,4,18,0.0068740993438876075
2021-04-17,2021,4,17,0.06963372824837144
2021-04-16,2021,4,16,0.023466498301115024
2021-04-15,2021,4,15,0.026922783008560103
2021-04-14,2021,4,14,-0.00880944791794569
2021-04-13,2021,4,13,0.014260263794879435
2021-04-12,2021,4,12,-0.05813540526289174
2021-04-11,2021,4,11,0.0012963866663966428
2021-04-10,2021,4,10,-0.004522999532339256
2021-04-09,2021,4,9,-0.026938086590812205
2021-04-08,2021,4,8,-0.0024024941293863122
2021-04-07,2021,4,7,-0.03412288745641234
2021-04-06,2021,4,6,0.03538645428188225
2021-04-05,2021,4,5,0.0117139237112589
2021-04-04,2021,4,4,-0.009616883728233105
2021-04-03,2021,4,3,-0.018657007006328996
2021-04-02,2021,4,2,0.031426374249106104
2021-04-01,2021,4,1,-0.0035289585366093945
2021-03-31,2021,3,31,-0.0006156337594411809
2021-03-30,2021,3,30,-0.00043446161484794743
2021-03-29,2021,3,29,-0.017688811373762547
2021-03-28,2021,3,28,-0.031764350597345725
2021-03-27,2021,3,27,0.0010007193013343851
2021-03-26,2021,3,26,-0.016500644055211566
2021-03-25,2021,3,25,-0.06750820086181086
2021-03-24,2021,3,24,0.022551483990444154
2021-03-23,2021,3,23,0.03760635632902698
2021-03-22,2021,3,22,-0.006430360924504441
2021-03-21,2021,3,21,0.056305682440598304
2021-03-20,2021,3,20,0.014317341763703695
2021-03-19,2021,3,19,-0.0022043640908311346
2021-03-18,2021,3,18,-0.006980613831803595
2021-03-17,2021,3,17,0.017602904470747305
2021-03-16,2021,3,16,-0.039182227138864434
2021-03-15,2021,3,15,-0.013051524529965164
2021-03-14,2021,3,14,0.06354776689032171
2021-03-13,2021,3,13,0.03178938496233208
2021-03-12,2021,3,12,-0.06782786105278404
2021-03-11,2021,3,11,0.006188150512006274
2021-03-10,2021,3,10,-0.0287782852847851
2021-03-09,2021,3,9,-0.022379007550153318
2021-03-08,2021,3,8,-0.04544030853091918
2021-03-07,2021,3,7,-0.017692196354978762
2021-03-06,2021,3,6,-0.05035114645712113
2021-03-05,2021,3,5,0.00035005264956389226
2021-03-04,2021,3,4,-0.007762592777551092
2021-03-03,2021,3,3,0.04177070793984505
2021-03-02,2021,3,2,-0.0475201357189885
2021-03-01,2021,3,1,0.026837875971953196
2021-02-28,2021,2,28,-0.09677453952185822
2021-02-27,2021,2,27,0.026661990788857892
2021-02-26,2021,2,26,6.371713820207958e-05
2021-02-25,2021,2,25,0.02494572095251968
2021-02-24,2021,2,24,0.04550115529016452
2021-02-23,2021,2,23,-0.02168017806564393
2021-02-22,2021,2,22,0.10996517914973047
2021-02-21,2021,2,21,0.057660245357286755
2021-02-20,2021,2,20,-0.023977120843209576
2021-02-19,2021,2,19,-0.003821558305675765
2021-02-18,2021,2,18,-0.07706428894105066
2021-02-17,2021,2,17,0.009072210871480024
2021-02-16,2021,2,16,-0.056561236890624755
2021-02-15,2021,2,15,-0.026308252152571043
2021-02-14,2021,2,14,0.014305764007879418
2021-02-13,2021,2,13,-0.0337764995994263
2021-02-12,2021,2,12,0.01195204995456045
2021-02-11,2021,2,11,0.0012141386557207312
2021-02-10,2021,2,10,-0.06082945991447275
2021-02-09,2021,2,9,0.03600857171832317
2021-02-08,2021,2,8,-0.006168520148223777
2021-02-07,2021,2,7,-0.17282938439665152
2021-02-06,2021,2,6,0.007757947448977731
2021-02-05,2021,2,5,-0.03229691900774867
2021-02-04,2021,2,4,-0.02692138487460838
2021-02-03,2021,2,3,0.0164831155440055
2021-02-02,2021,2,2,-0.055991434025640885
2021-02-01,2021,2,1,-0.05778686878015371
2021-01-31,2021,1,31,-0.011322074392165149
2021-01-30,2021,1,30,0.03548562096111674
2021-01-29,2021,1,29,-0.002680921427298699
2021-01-28,2021,1,28,-0.03336517029792496
2021-01-27,2021,1,27,-0.08873998362020608
2021-01-26,2021,1,26,0.07230605462808448
2021-01-25,2021,1,25,-0.009405844427329058
2021-01-24,2021,1,24,-0.00034212665948274434
2021-01-23,2021,1,23,-0.006714777765111535
2021-01-22,2021,1,22,0.024362238252459534
2021-01-21,2021,1,21,-0.061006379965110824
2021-01-20,2021,1,20,0.1428362540922148
2021-01-19,2021,1,19,0.015077555489321881
2021-01-18,2021,1,18,0.014744087343704138
2021-01-17,2021,1,17,-0.025612711504829022
2021-01-16,2021,1,16,0.010887771670034851
2021-01-15,2021,1,15,0.013746851432104634
2021-01-14,2021,1,14,0.06914072195742982
2021-01-13,2021,1,13,-0.05076101645992992
2021-01-12,2021,1,12,-0.09571164984295777
2021-01-11,2021,1,11,0.04662370245480396
2021-01-10,2021,1,10,0.07392950795865971
2021-01-09,2021,1,9,0.04667497942213927
2021-01-08,2021,1,8,0.014209660336593544
2021-01-07,2021,1,7,-0.03018224259178659
2021-01-06,2021,1,6,-0.0678008348646646
2021-01-05,2021,1,5,-0.08299055444073211
2021-01-04,2021,1,4,-0.06041748274546066
2021-01-03,2021,1,3,0.02787397325653096
2021-01-02,2021,1,2,-0.024145602468298222
2021-01-01,2021,1,1,-0.09105216127880666
2020-12-31,2020,12,31,-0.01105842880068586
2020-12-30,2020,12,30,-0.005812343631619754
2020-12-29,2020,12,29,-0.050452526703157474
2020-12-28,2020,12,28,-0.008990680644640037
2020-12-27,2020,12,27,-0.030704706223907863
2020-12-26,2020,12,26,0.0045663843868606335
2020-12-25,2020,12,25,-0.07028221646791266
2020-12-24,2020,12,24,-0.037991745239672525
2020-12-23,2020,12,23,-0.02005587547991894
2020-12-22,2020,12,22,0.022942599088786153
2020-12-21,2020,12,21,-0.039397016000320306
2020-12-20,2020,12,20,0.027340693753895806
2020-12-19,2020,12,19,0.013858267074292385
2020-12-18,2020,12,18,-0.031118263845749894
2020-12-17,2020,12,17,-0.012649259234127186
2020-12-16,2020,12,16,-0.06593673154057456
2020-12-15,2020,12,15,-0.09482445562151653
2020-12-14,2020,12,14,-0.008439490727759846
2020-12-13,2020,12,13,-0.005276189810885512
2020-12-12,2020,12,12,-0.01920017189886636
2020-12-11,2020,12,11,-0.0402950035158014
2020-12-10,2020,12,10,0.010998870792887416
2020-12-09,2020,12,9,0.016730970696590575
2020-12-08,2020,12,8,-0.013277507356377782
2020-12-07,2020,12,7,0.046122073190616675
2020-12-06,2020,12,6,0.007613180788460738
2020-12-05,2020,12,5,-0.010869170620390278
2020-12-04,2020,12,4,-0.020624828082176805
2020-12-03,2020,12,3,0.03620254526551392
2020-12-02,2020,12,2,-0.011736264200930435
2020-12-01,2020,12,1,-0.018196291441483936
2020-11-30,2020,11,30,0.04494796157859149
2020-11-29,2020,11,29,-0.08239011434372401
2020-11-28,2020,11,28,-0.025337832826602735
2020-11-27,2020,11,27,-0.03627718701177507
2020-11-26,2020,11,26,-0.0002361183552785917
2020-11-25,2020,11,25,0.09478345825639956
2020-11-24,2020,11,24,0.018543335479620282
2020-11-23,2020,11,23,-0.039852700148708564
2020-11-22,2020,11,22,0.002124302624418206
2020-11-21,2020,11,21,0.0159222027302377
2020-11-20,2020,11,20,-0.003629012180482505
2020-11-19,2020,11,19,-0.045827715281633985
2020-11-18,2020,11,18,0.0012102015236319374
2020-11-17,2020,11,17,-0.008114569237868352
2020-11-16,2020,11,16,-0.055735436876718225
2020-11-15,2020,11,15,-0.046741315414911
2020-11-14,2020,11,14,0.007629465100539079
2020-11-13,2020,11,13,0.014355257832463053
2020-11-12,2020,11,12,-0.0022620816484124617
2020-11-11,2020,11,11,-0.03702959452267329
2020-11-10,2020,11,10,-0.026307474446387147
2020-11-09,2020,11,9,0.00300548323612837
2020-11-08,2020,11,8,0.01121978416835212
2020-11-07,2020,11,7,-0.04466931719604439
2020-11-06,2020,11,6,0.04775964040736724
2020-11-05,2020,11,5,0.0007376721830354427
2020-11-04,2020,11,4,-0.09609902121776592
2020-11-03,2020,11,3,-0.01136501775103227
2020-11-02,2020,11,2,-0.028769844457089633
2020-11-01,2020,11,1,0.011572956092198439
2020-10-31,2020,10,31,0.0043965575650055655
2020-10-30,2020,10,30,-0.016568591692379897
2020-10-29,2020,10,29,-0.009277722050692105
2020-10-28,2020,10,28,-0.012579242972877935
2020-10-27,2020,10,27,0.027933553113967946
2020-10-26,2020,10,26,-0.043874447033946495
2020-10-25,2020,10,25,-0.003428947149350492
2020-10-24,2020,10,24,0.007373440976930823
2020-10-23,2020,10,23,-0.014447854123197601
2020-10-22,2020,10,22,0.002280247888620579
2020-10-21,2020,10,21,-0.011622694688064428
2020-10-20,2020,10,20,-0.07273340697024544
2020-10-19,2020,10,19,-0.013683626741467947
2020-10-18,2020,10,18,-0.022236617264084657
2020-10-17,2020,10,17,-0.010633437322004724
2020-10-16,2020,10,16,-0.004922331679532377
2020-10-15,2020,10,15,0.015782034568806225
2020-10-14,2020,10,14,-0.005781111789632476
2020-10-13,2020,10,13,-0.00025273378906121025
2020-10-12,2020,10,12,0.010506856769916695
2020-10-11,2020,10,11,-0.014633624058520311
2020-10-10,2020,10,10,-0.00718448482673395
2020-10-09,2020,10,9,-0.02046504291495843
2020-10-08,2020,10,8,-0.01526467061965242
2020-10-07,2020,10,7,-0.021638917247022604
2020-10-06,2020,10,6,-0.005717577069859203
2020-10-05,2020,10,5,0.01685232951042792
2020-10-04,2020,10,4,-0.011092908045164052
2020-10-03,2020,10,3,-0.011729897219312946
2020-10-02,2020,10,2,0.002385135768422586
2020-10-01,2020,10,1,0.004514374272826416
2020-09-30,2020,9,30,0.014266172464838078
2020-09-29,2020,9,29,0.006770919060853586
2020-09-28,2020,9,28,-0.012764732862009964
2020-09-27,2020,9,27,0.005966725990177224
2020-09-26,2020,9,26,-0.0024904264284923983
2020-09-25,2020,9,25,-0.005260431384487063
2020-09-24,2020,9,24,0.004495671850555993
2020-09-23,2020,9,23,-0.04775901850584674
2020-09-22,2020,9,22,0.0289293266579822
2020-09-21,2020,9,21,-0.009873897631216266
2020-09-20,2020,9,20,0.04562657962520866
2020-09-19,2020,9,19,0.014748074645105191
2020-09-18,2020,9,18,-0.014538882188871227
2020-09-17,2020,9,17,0.0015970389521609007
2020-09-16,2020,9,16,0.0011426681570085861
2020-09-15,2020,9,15,-0.015087448747509669
2020-09-14,2020,9,14,-0.01099278695708783
2020-09-13,2020,9,13,-0.033314264240353
2020-09-12,2020,9,12,0.011825397774311242
2020-09-11,2020,9,11,-0.00611146537850793
2020-09-10,2020,9,10,-0.003876454314630351
2020-09-09,2020,9,9,-0.011726786398467581
2020-09-08,2020,9,8,-0.010031196884463967
2020-09-07,2020,9,7,0.023865726394014075
2020-09-06,2020,9,6,-0.00962617394570131
2020-09-05,2020,9,5,-0.012502540440411991
2020-09-04,2020,9,4,0.03336985756079969
2020-09-03,2020,9,3,-0.024927302930972672
2020-09-02,2020,9,2,0.10961588879624351
2020-09-01,2020,9,1,0.04482617463626681
2020-08-31,2020,8,31,-0.022543918072940983
2020-08-30,2020,8,30,0.0035793512659694215
2020-08-29,2020,8,29,-0.018349628930579343
2020-08-28,2020,8,28,0.0010206845203502013
2020-08-27,2020,8,27,-0.016274424629029838
2020-08-26,2020,8,26,0.01337706456305554
2020-08-25,2020,8,25,-0.008938732494842228
2020-08-24,2020,8,24,0.03478849333818346
2020-08-23,2020,8,23,-0.009425156669740531
2020-08-22,2020,8,22,0.002378501774837005
2020-08-21,2020,8,21,-0.012945053456062894
2020-08-20,2020,8,20,0.02869526942835421
2020-08-19,2020,8,19,-0.011372606257872064
2020-08-18,2020,8,18,0.019379787473120302
2020-08-17,2020,8,17,0.026720737559612573
2020-08-16,2020,8,16,-0.0325320824746278
2020-08-15,2020,8,15,-0.002297988633138459
2020-08-14,2020,8,14,-0.010378382944745468
2020-08-13,2020,8,13,0.0017129983967905105
2020-08-12,2020,8,12,-0.01595546127105507
2020-08-11,2020,8,11,-0.015794052221066224
2020-08-10,2020,8,10,0.0406241772576994
2020-08-09,2020,8,9,-0.018692821462870768
2020-08-08,2020,8,8,0.006887412493412626
2020-08-07,2020,8,7,-0.012476787371779707
2020-08-06,2020,8,6,0.016875146583641865
2020-08-05,2020,8,5,-0.004028159436698431
2020-08-04,2020,8,4,-0.0469717787131092
2020-08-03,2020,8,3,0.004607761804612309
2020-08-02,2020,8,2,-0.015470638287613525
2020-08-01,2020,8,1,0.06356798231656136
2020-07-31,2020,7,31,-0.040273858675851315
2020-07-30,2020,7,30,-0.02008232209645122
2020-07-29,2020,7,29,-0.0032397762089377835
2020-07-28,2020,7,28,-0.016165281242130902
2020-07-27,2020,7,27,0.009209036040127572
2020-07-26,2020,7,26,-0.10329366479025381
2020-07-25,2020,7,25,-0.023592696948977476
2020-07-24,2020,7,24,-0.014671664495253367
2020-07-23,2020,7,23,0.005007498190604309
2020-07-22,2020,7,22,-0.0077504372533798715
2020-07-21,2020,7,21,-0.01414815630784716
2020-07-20,2020,7,20,-0.023840866908900082
2020-07-19,2020,7,19,0.004762416679977122
2020-07-18,2020,7,18,-0.004027980986469615
2020-07-17,2020,7,17,-0.0016401676678530208
2020-07-16,2020,7,16,-0.0020263647868414836
2020-07-15,2020,7,15,0.007580239019770119
2020-07-14,2020,7,14,0.005139463626591123
2020-07-13,2020,7,13,-0.0007671508399251792
2020-07-12,2020,7,12,0.004275242771877075
2020-07-11,2020,7,11,-0.0059840167971145775
2020-07-10,2020,7,10,0.005092201696072607
2020-07-09,2020,7,9,-0.004112748513303899
2020-07-08,2020,7,8,0.019290745021491418
2020-07-07,2020,7,7,-0.017994126153967116
2020-07-06,2020,7,6,0.009700064529836183
2020-07-05,2020,7,5,-0.029300292035021158
2020-07-04,2020,7,4,0.00601595208365957
2020-07-03,2020,7,3,-0.006809255533262615
2020-07-02,2020,7,2,0.002036019319561433
2020-07-01,2020,7,1,0.015468995216062709
2020-06-30,2020,6,30,-0.008721034736966615
2020-06-29,2020,6,29,0.0037759456225767707
